CSV_TRACK,0,0.033,1.254,-0.409,-0.091,-0.877,-0.208,0.86,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,53.57,13.39,0.001,0
CSV_TRACK,0,0.024,1.166,-0.430,-0.091,-0.877,-0.208,0.86,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.015,1.078,-0.450,-0.091,-0.877,-0.208,0.85,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.006,0.991,-0.471,-0.091,-0.877,-0.208,0.84,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,-0.003,0.903,-0.492,-0.091,-0.877,-0.208,0.83,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,-0.012,0.815,-0.513,-0.091,-0.877,-0.208,0.82,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.188,0.845,-0.358,0.099,-0.761,-0.042,0.82,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.198,0.769,-0.361,0.108,-0.755,-0.034,0.81,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.209,0.694,-0.365,0.108,-0.755,-0.034,0.81,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.220,0.618,-0.368,0.108,-0.755,-0.034,0.80,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.230,0.543,-0.372,0.108,-0.755,-0.034,0.79,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.241,0.467,-0.375,0.108,-0.755,-0.034,0.78,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,53.57,5.02,0.069,0
CSV_TRACK,0,0.252,0.392,-0.378,0.108,-0.755,-0.034,0.77,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.263,0.316,-0.382,0.108,-0.755,-0.034,0.77,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.273,0.241,-0.385,0.108,-0.755,-0.034,0.76,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.284,0.165,-0.388,0.108,-0.755,-0.034,0.75,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.295,0.089,-0.392,0.108,-0.755,-0.034,0.74,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.306,0.014,-0.395,0.108,-0.755,-0.034,0.74,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.317,-0.062,-0.399,0.108,-0.755,-0.034,0.73,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.327,-0.137,-0.402,0.108,-0.755,-0.034,0.72,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.338,-0.213,-0.405,0.108,-0.755,-0.034,0.71,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.349,-0.288,-0.409,0.108,-0.755,-0.034,0.71,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.360,-0.364,-0.412,0.108,-0.755,-0.034,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,58.59,15.07,0.049,0
CSV_TRACK,0,0.370,-0.439,-0.416,0.108,-0.755,-0.034,0.69,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.381,-0.515,-0.419,0.108,-0.755,-0.034,0.69,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.392,-0.590,-0.422,0.108,-0.755,-0.034,0.68,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.403,-0.666,-0.426,0.108,-0.755,-0.034,0.67,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.414,-0.742,-0.429,0.108,-0.755,-0.034,0.67,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.424,-0.817,-0.432,0.108,-0.755,-0.034,0.66,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.435,-0.893,-0.436,0.108,-0.755,-0.034,0.65,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.446,-0.968,-0.439,0.108,-0.755,-0.034,0.65,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.457,-1.044,-0.443,0.108,-0.755,-0.034,0.64,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.467,-1.119,-0.446,0.108,-0.755,-0.034,0.63,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.478,-1.195,-0.449,0.108,-0.755,-0.034,0.63,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,50.22,8.37,0.072,0
CSV_TRACK,0,0.489,-1.270,-0.453,0.108,-0.755,-0.034,0.62,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.500,-1.346,-0.456,0.108,-0.755,-0.034,0.61,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.511,-1.421,-0.460,0.108,-0.755,-0.034,0.61,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.521,-1.497,-0.463,0.108,-0.755,-0.034,0.60,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.532,-1.572,-0.466,0.108,-0.755,-0.034,0.60,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.543,-1.648,-0.470,0.108,-0.755,-0.034,0.59,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.554,-1.724,-0.473,0.108,-0.755,-0.034,0.58,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.564,-1.799,-0.476,0.108,-0.755,-0.034,0.58,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.575,-1.875,-0.480,0.108,-0.755,-0.034,0.57,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.586,-1.950,-0.483,0.108,-0.755,-0.034,0.57,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.597,-2.026,-0.487,0.108,-0.755,-0.034,0.56,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,51.90,15.07,0.028,0
CSV_TRACK,0,0.607,-2.101,-0.490,0.108,-0.755,-0.034,0.56,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.618,-2.177,-0.493,0.108,-0.755,-0.034,0.55,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.629,-2.252,-0.497,0.108,-0.755,-0.034,0.54,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.640,-2.328,-0.500,0.108,-0.755,-0.034,0.54,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.651,-2.403,-0.504,0.108,-0.755,-0.034,0.53,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.661,-2.479,-0.507,0.108,-0.755,-0.034,0.53,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.672,-2.555,-0.510,0.108,-0.755,-0.034,0.52,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.683,-2.630,-0.514,0.108,-0.755,-0.034,0.52,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.694,-2.706,-0.517,0.108,-0.755,-0.034,0.51,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.704,-2.781,-0.521,0.108,-0.755,-0.034,0.51,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,0,0.715,-2.857,-0.524,0.108,-0.755,-0.034,0.50,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,53.57,15.07,0.013,0
CSV_TRACK,0,0.726,-2.932,-0.527,0.108,-0.755,-0.034,0.50,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,0.00,0.00,0.000,0
CSV_TRACK,2,-1.273,1.868,-0.295,0.000,0.000,0.000,0.70,50.22,16.74,0.016,0
